"gene_id"	"expo_RPKM_rep1"	"expo_RPKM_rep2"	"stat_RPKM_rep1"	"stat_RPKM_rep2"
"TK0076"	16.0715734659301	10.2738867442708	13.2289953156159	11.0057137427141
"TK0077"	1.59849123570061	0	0	3.10614908212875
"TK0078"	5.33659719934288	1.46331533214028	1.78460709189217	6.91329678979629
"TK0079"	2.33249231331823	0.95936744989809	1.17001026177624	1.13311050700105
"TK0080"	2.97968291794471	1.05048055966495	1.66546712123233	7.44434612420802
"TK0081"	4.70652038291147	1.25566624494174	4.74723362307342	9.63995182583865
"TK0082"	0	0	0	0
"TK0083"	1.90486872254322	3.52567537837548	1.4332625706759	1.38806037107629
"TK0084"	0.544248206440921	0	1.96561723978409	0
"TK0085"	14.8179843168003	4.57104137454206	15.9131738233717	8.83450578718167
"TK0086"	85.0730935563651	36.6261465394137	89.3358791878681	6.95237194556471
"TK0087"	21.861538514268	10.6462628104988	9.61503153763295	8.83600787096764
"TK0088"	13.0121314145558	5.95888796345152	5.89454465686425	5.8650438214491
"TK0089"	9.24421585940093	1.38261779544137	2.69790601538992	4.89903660379866
"TK0090"	41.9177239779706	28.5458582167448	84.1912008089508	138.574049301878
"TK0091"	10.8930690909396	6.72057257530993	13.8651878765609	8.5991528573006
"TK0092"	4.80840648408969	1.82559242893229	1.78114183540306	2.15621028516705
"TK0093"	2.99979326384759	2.96119716818938	6.13932943659597	1.7487374753717
"TK0094"	33.1457263126884	17.9556942346974	40.3898714876943	63.62250188912
"TK0095"	2.20216037288234	0	2.12089721441058	2.56751051297348
"TK0096"	6.0533729083735	2.6039973640091	3.74403283768398	5.82742546457683
"TK0097"	3.33921210326302	0	2.92362723580103	0
"TK0098"	7.34873212757791	3.81799025746245	6.05316984163628	11.2735867701627
"TK0099"	5.5336968476116	4.20192223865979	6.66186848492931	2.48144870806934
"TK0100"	13.1589817044769	5.23777214986144	10.9870155835657	3.71180489201458
"TK0101"	0.432924709668914	0	1.04237277867338	0
"TK0102"	10.6778108322492	2.60257467377198	8.25241840001624	7.68476330007633
"TK0103"	11.4049464916601	7.1860899431857	11.3930680777294	9.90208672360153
"TK0104"	14.2681286553431	10.1641091989203	18.2395113241226	12.8623354848768
"TK0105"	11.4384368811312	5.46351632484336	16.2135659326823	15.0569260591326
"TK0106"	165.056634900471	287.974559872684	108.826868842454	190.762150745396
"TK0107"	238.73208008036	752.993001804437	220.314781067146	373.99297041008
"TK0108"	249.215050809808	501.637621942062	251.111411718153	297.349278162787
"TK0109"	374.279437843043	546.473882931881	418.257994168733	267.910724336462
"TK0110"	181.219943333842	258.168373652576	207.257515084982	163.86615407733
"TK0111"	1707.49189959034	1416.27130093041	802.627039578502	507.971029415152
"TK0112"	8434.34309570011	5362.10352818822	3363.61187204556	2012.53611329286
"TK0113"	27.7071814188105	15.1064878791564	20.5565608445355	17.8422982159489
